CASE_ID,CATEGORY,CASE_TITLE,CASE_DESCRIPTION,LAST_UPDATE,STATUS,DATE_CREATED,DATE_CLOSED,REQUIRED_ESCALATION
CASE-26186,Promotions and Discounts,Issue with applying summer sale discount code,I tried to use the SUMMER2023 discount code for my order but it didn't apply the 20% discount as advertised. I checked the terms and my order meets all the requirements. Can you help me apply this discount?,"(""Support agent manually applied the 20% discount to the customer's order and verified it was processed correctly. Customer was informed by email and provided with a new discount code for their next purchase as a goodwill gesture."",)",Resolved,2024-03-17 12:48:46.827004,2024-03-22 10:38:47.827004,True
CASE-99306,Shipping and Delivery,Package delayed beyond expected delivery date,"I placed an order on September 23rd and the expected delivery date was October 1st. However, it's now October 5th and I still haven't received my package. The tracking information hasn't been updated for several days. Can someone please help me locate my shipment?","(""The package was delayed due to a logistical issue with the shipping carrier. We have expedited a replacement order and it should arrive within the next 3-5 business days. We've also issued a 10% refund for the inconvenience."",)",Resolved,2024-04-10 07:50:24.827004,2024-04-12 06:06:11.827004,True
CASE-26840,Shipping and Delivery,Delay in Delivery of Order #12345,"I placed an order on your website two weeks ago, and the estimated delivery date was last Friday. However, the package has not arrived yet. I have checked the tracking information, and it shows the package is stuck at some sorting facility. Please look into this matter and let me know when I can expect my order to be delivered.","('Customer was informed about the delay due to unforeseen circumstances at the sorting facility. We have expedited the shipping process, and the package is now expected to be delivered by the end of this week. Apologized for the inconvenience caused and provided a 10% discount on their next purchase as a goodwill gesture.',)",Resolved,2024-03-12 06:15:04.827004,2024-03-14 14:08:03.827004,False
CASE-74959,Payments and Billing,Issue with Double Billing on Recent Order,I noticed that my credit card was charged twice for my most recent purchase at your store. The order ID is #12345 and the total amount charged was $150 instead of $75. I need assistance to resolve this double billing issue and get a refund for the extra charge.,"('Support agent reviewed the account and confirmed the double charge. A refund of $75 was processed and the customer was notified. Case resolved.',)",Resolved,2024-03-16 19:10:20.827004,2024-03-21 15:53:38.827004,False
CASE-25063,Shipping and Delivery,Order #12345678 Delayed Beyond Estimated Delivery Date,"I placed an order on September 20th, and it was supposed to arrive by September 28th. However, today is October 5th, and I still have not received my package. I checked the tracking information, and it seems to be stuck at a sorting facility for the past week. Can someone please look into this and provide an update on my order status?","('We have escalated your case to our shipping partner and identified the issue at the sorting facility. Your package is now expedited and should arrive within 2-3 business days. We apologize for the inconvenience and have issued a 10% refund to your original payment method.',)",Resolved,2024-06-02 13:32:01.827004,2024-06-03 22:37:42.827004,False
CASE-97518,Shipping and Delivery,Package marked as delivered but not received,"Hi, I placed an order on your website for a set of kitchen utensils. The tracking information shows that the package was delivered yesterday, but I haven't received it. I've checked around my house and with my neighbors, but there's no sign of the package. Please help me track this order.","('Customer notified that a replacement package has been shipped and should arrive within 5-7 business days.',)",Resolved,2024-06-19 08:42:07.827004,2024-06-20 01:00:31.827004,False
CASE-94499,Shipping and Delivery,Package Not Delivered Despite Out for Delivery Status,"I placed an order for a pair of shoes on your website two weeks ago. The package tracking information shows it was out for delivery three days ago, but I still haven't received it. I have checked with my local post office, and they have no information about the package. Can someone please help me locate my order?","('We have contacted the carrier and confirmed that the package was misplaced. A replacement order has been processed and will be expedited to your address. Thank you for your patience.',)",Resolved,2024-04-24 09:03:22.827004,2024-04-24 19:21:17.827004,False
CASE-11159,Shipping and Delivery,Package Not Delivered Despite Estimated Delivery Date Passed,"I placed an order for a pair of sneakers on September 5th, and the estimated delivery date was September 12th. It is now September 18th, and I have yet to receive my package. The tracking number provided hasn't been updated since September 9th when it was marked as 'In Transit'. I've tried contacting the shipping carrier directly, but they were unable to provide any additional information. Can you please help me locate my package or issue a refund if it’s lost?","('Our team has contacted the shipping carrier and confirmed that the package was lost in transit. We have processed a full refund to your original payment method. We apologize for the inconvenience and please let us know if you need further assistance.',)",Resolved,2024-03-14 03:50:41.827004,2024-03-16 07:15:56.827004,False
CASE-29014,Shipping and Delivery,Order stuck in transit for over two weeks,"I placed an order for a set of kitchen knives on your platform on March 1st. According to the tracking information, the package has been 'in transit' since March 3rd without any further updates. I need these knives urgently for an event and would appreciate any assistance in speeding up the delivery or providing a refund.","('The support team has escalated the issue to our shipping partner and offered an expedited replacement order at no additional cost. The customer has agreed to this solution.',)",Resolved,2024-04-23 03:57:13.827004,2024-04-27 00:38:40.827004,True
CASE-29894,Product Inquiry,Question about product compatibility with XYZ device,I recently purchased the ABC Smart Home Hub from your online store and I need to know if it is compatible with my existing XYZ smart thermostat. The product detail page didn't mention anything specific about compatibility with this particular model. Can you please confirm whether they will work together or if there's an adapter I can use?,"('The support team confirmed that the ABC Smart Home Hub is compatible with the XYZ smart thermostat without the need for any additional adapters. The customer was informed, and they were satisfied with the resolution.',)",Resolved,2024-04-29 21:24:09.827004,2024-04-30 07:35:40.827004,False
CASE-53701,Shipping and Delivery,Package Stuck in Transit for Over Two Weeks,"I placed an order on October 1st and the tracking information has not been updated since October 3rd. It shows the package is still in transit. I have contacted the carrier, but they have not provided any helpful information. Can you please assist in locating my package or issuing a refund?","('The package was confirmed lost by the carrier. We have issued a full refund to the customer and offered a discount on their next purchase. The customer has been notified and is satisfied with the resolution.',)",Resolved,2024-06-06 15:38:20.827004,2024-06-07 16:17:20.827004,False
CASE-61265,Order Issues,Delayed Order Delivery and Wrong Item Received,"I placed an order for a pair of running shoes two weeks ago but have yet to receive them. When I checked the status online, it says the package was delivered, but I never received it. To make matters worse, I received a different item in the same shipment, which I didn't order. Please advise on how we can resolve this issue. I need the correct shoes as soon as possible.","('We have initiated an investigation with the shipping carrier to locate your missing shoes. In the meantime, we have processed a new order for the correct item and expedited the shipping. You should receive the new shoes within 3 business days. Apologies for the inconvenience.',)",Open,2024-03-16 08:52:43.827004,2024-03-22 13:02:17.827004,True
CASE-69049,Shipping and Delivery,Order Stuck in Transit for Over Two Weeks,"I ordered an item from your platform over two weeks ago, and the tracking information hasn't been updated since it was shipped. It's been stuck at 'In Transit' for days now. Can someone please help me locate my package or provide a solution? This delay is highly inconvenient as it was a gift for an upcoming birthday.","('Support team contacted the shipping carrier and confirmed the package was delayed due to a processing error at the sorting facility. The package has now been located and is being expedited for delivery. Customer informed and tracking details updated.',)",Resolved,2024-03-24 17:23:24.827004,2024-03-26 12:03:42.827004,False
CASE-57158,Technical Support,Error 500 when attempting to checkout,"I'm experiencing a persistent issue when I try to complete my purchase on the platform. Every time I proceed to checkout, I get a '500 Internal Server Error' message. This occurs no matter which payment method I use. I've tried different browsers and cleared my cache, but the issue still persists. Could you please help me resolve this so I can complete my purchase?","('The server error was traced to a misconfiguration in the payment gateway. The issue has been resolved and the customer is now able to checkout successfully. Please note that we’ve also implemented an additional monitoring tool to prevent this from happening in the future.',)",Resolved,2024-03-17 16:48:32.827004,2024-03-20 21:17:23.827004,False
CASE-66329,Payments and Billing,Incorrect Billing Amount for Subscription Renewal,"I was charged $50 for my subscription renewal, but the plan I selected is supposed to be $30 per month. I reviewed my account settings and everything seems correct. Could you please look into this and provide me with a refund for the overcharged amount?","(""The billing discrepancy was identified as a system error on our end. The issue has been corrected, and a refund of $20 has been processed to the customer's account. I have also applied a 10% discount on their next month's subscription as a goodwill gesture."",)",Resolved,2024-05-05 02:08:02.827004,2024-05-11 12:44:28.827004,False
CASE-20859,Shipping and Delivery,Missing Items in Shipped Order #15478,"I received my order today, but it is missing two items: a pair of sneakers and a wristwatch. The packaging was intact, but the items are not inside the box. Can you please investigate and let me know how this can be resolved?","('Our team has investigated the issue and confirmed the missing items. We have processed a replacement order for the missing products, and it should arrive within 3-5 business days. Apologies for the inconvenience.',)",In Progress,2024-03-24 18:48:49.827004,2024-03-29 18:12:43.827004,False
CASE-61263,Shipping and Delivery,Order stuck in transit for over two weeks,"I placed my order on October 1st, and the tracking information has shown 'in transit' for the past 15 days without any updates. I need this package urgently because it contains items for an upcoming event. Please look into this and provide an update on the delivery status.","('We have contacted the shipping carrier and confirmed that the package was delayed due to a sorting error at the distribution center. The carrier has prioritized your package, and it is now expected to be delivered within the next 2-3 days. We apologize for the inconvenience caused.',)",Resolved,2024-04-27 07:00:15.827004,2024-05-01 13:58:16.827004,False
CASE-20571,Shipping and Delivery,Package still not delivered after 3 weeks of purchase,"I placed an order on September 1st, and the expected delivery date was September 10th. It is now October 1st, and I still have not received my package. The tracking information has not been updated for the past two weeks, and the customer support chat has not been helpful. I need assistance in locating my package or a full refund for my purchase.","('We have investigated the issue and discovered that the package was lost in transit. A replacement order has been processed and will be shipped with expedited shipping. Apologies for the inconvenience caused. Please let us know if there is anything else we can assist you with.',)",Resolved,2024-03-24 00:12:41.827004,2024-03-30 02:10:56.827004,False
CASE-86603,Payments and Billing,Refund not processed after order cancellation,"I canceled my order #12345 two weeks ago, and I still haven't received my refund. The amount was supposed to be credited back to my account within 5-7 business days. Can you please help me with this issue?","('Contacted the finance department to expedite the refund process. The customer should see the refund within 3 business days. Apologized for the inconvenience and assured the customer of the resolution.',)",Resolved,2024-03-26 20:25:30.827004,2024-03-31 16:26:10.827004,False
CASE-19066,Payments and Billing,Refund not processed for returned item,"I returned an item I purchased a week ago and have not received a refund yet. The item was delivered back to your warehouse 3 days ago, but the amount has not been credited to my account. Please process my refund as soon as possible.","(""Support agent confirmed that the item was received in our warehouse. The refund process has been initiated, and the amount should be credited to the customer's account within 3-5 business days. Advised the customer to check their bank statement for the refund."",)",Closed,2024-03-23 20:23:00.827004,2024-03-26 11:38:28.827004,False
CASE-93858,Shipping and Delivery,Package Marked Delivered But Not Received,"I received a notification that my package was delivered today at 1 PM, but there's no sign of it on my porch or in my mailbox. I checked with my neighbors, and they haven't seen it either. Can you please assist?","('After investigating, we found that the package was delivered to the wrong address. We have arranged for a replacement order to be shipped out immediately and should arrive within 3-5 business days.',)",Closed,2024-05-13 21:57:05.827004,2024-05-17 00:52:19.827004,False
CASE-20926,Returns and Refunds,Partial Order Refund Request for Damaged Items,"Hello, I recently received my order #123456, and unfortunately, two of the items (a ceramic vase and a set of glass bowls) arrived damaged. The packaging was intact, so I believe the damage occurred during manufacturing or prior. I would like to request a refund for these specific items. Please advise on the next steps to process this refund. Thank you.","('Support agent has processed a partial refund for the damaged items and has sent a confirmation email to the customer. The customer was also advised on the procedure for returning the faulty items if required.',)",Resolved,2024-03-08 15:29:48.827004,2024-03-10 13:47:42.827004,False
CASE-74913,Shipping and Delivery,Package Not Delivered on Expected Date,"I placed an order on October 1st with express shipping, but the package has not arrived yet. The tracking number shows no updates since October 3rd. Can you please help me locate my order?","('Our team reached out to the shipping carrier and discovered there was an unexpected delay at the sorting facility. Your package has now been expedited and should arrive within the next 24 hours. We apologize for the inconvenience.',)",Resolved,2024-04-11 05:00:52.827004,2024-04-13 01:06:07.827004,False
CASE-46786,Product Inquiry,Inquiry about availability of out-of-stock product,"I am interested in purchasing the XYZ model of your digital camera. However, it appears to be out of stock. Could you please provide an estimated restock date, or suggest any alternative models with similar features and price range?","('The customer was informed that the XYZ model is expected to be restocked within the next two weeks. Additionally, alternative models ABC and DEF with similar features were suggested.',)",Resolved,2024-06-10 22:33:33.827004,2024-06-15 20:53:38.827004,True
CASE-56409,Shipping and Delivery,Package Marked as Delivered but Not Received,"I received a notification that my package was delivered yesterday, but I have not received it. I checked with my neighbors and around my property, but there is no sign of the package. Can you please help locate it?","('The support team checked with the carrier and confirmed the package was delivered to the wrong address. A replacement order has been shipped to the customer with express delivery.',)",Resolved,2024-05-09 16:02:04.827004,2024-05-13 06:43:43.827004,False
CASE-92998,Shipping and Delivery,Order Shipped to Wrong Address,I recently placed an order on your platform but realized too late that I had entered an incorrect shipping address. The package has already been marked as shipped. I need assistance in redirecting the package to the correct address.,"('The support team has contacted the courier service and managed to intercept the package. It is being rerouted to the correct address, and the customer has been notified of the change.',)",Resolved,2024-05-13 00:59:19.827004,2024-05-14 08:06:13.827004,False
CASE-34082,Payments and Billing,Unable to process payment through credit card,"I tried to purchase items from your site, but my credit card payment was declined multiple times. I have verified with the bank, and they have confirmed there is no issue on their end. Can you please help me fix this issue?","('Support agent verified account details and found a temporary issue with the payment gateway. Issue has been resolved, and the customer was able to make the purchase successfully.',)",Resolved,2024-04-14 21:10:52.827004,2024-04-15 07:39:27.827004,False
CASE-81680,Shipping and Delivery,Order Not Delivered Despite Estimated Delivery Date Passed,"I placed an order on September 25th and the estimated delivery date was October 5th. However, it is now October 10th and I still have not received my package. According to the shipment tracking, it seems like my order has been stuck at a distribution center for several days. I need this item urgently as it is a gift, please help me resolve this as soon as possible.","('The issue was escalated to the shipping provider, and they confirmed a delay due to unforeseen circumstances. The package has now been expedited and is expected to be delivered within the next 48 hours. Customer has been informed and provided with a new tracking number.',)",Resolved,2024-05-22 12:38:59.827004,2024-05-24 01:27:31.827004,False
CASE-86988,Shipping and Delivery,Package Not Delivered Despite Tracking Indication,"I placed an order on October 5th, and according to the tracking number, it shows that my package was delivered to my front porch five days ago. However, I never received it. I have checked with my neighbors, and none of them have seen the package. Could you please help me locate my missing order?","('We have initiated an investigation with the carrier. A replacement order has been shipped and should arrive in 3-5 business days. Apologies for the inconvenience.',)",Open,2024-03-14 08:59:06.827004,2024-03-16 06:16:45.827004,False
CASE-87531,Shipping and Delivery,Delayed shipment for order #789456123,"I placed an order two weeks ago, and it stated that the delivery would take 3-5 business days. However, I still have not received my package. I have checked the tracking link multiple times, and it hasn't been updated since last week. This item is a gift and it's really important that I get it on time. Can you please check and let me know the status of my order?","('The shipment was delayed due to an issue with the carrier. We expedited the package and provided the customer with a new tracking link. The customer confirmed receipt of the package and expressed satisfaction with the resolution.',)",In Progress,2024-03-22 09:28:24.827004,2024-03-28 10:08:16.827004,False
CASE-78651,Product Inquiry,Clarification on smartwatch compatibility with iPhone 14 Pro,"Hello, I am interested in purchasing the new smartwatch offered on your platform, but I have an iPhone 14 Pro and want to confirm if the smartwatch is fully compatible with it. Could you please provide details on compatibility and any limitations I should be aware of? Thank you.","('Support Agent, Sarah: Thank you for reaching out! The latest model smartwatch is indeed compatible with the iPhone 14 Pro. There are no known limitations regarding connectivity or functionality. If you have any more questions or need further assistance, please let us know.',)",Resolved,2024-04-14 14:33:37.827004,2024-04-18 15:54:10.827004,False
CASE-73739,Technical Support,Unable to complete checkout process; error after payment,"I'm trying to complete a purchase on your website, but I keep encountering an error right after I enter my payment information. I've tried using different browsers and clearing my cache, but nothing seems to work. Can you assist me with this issue?","('We identified that the error was due to a misconfiguration in our payment processing system. The issue has been resolved and we have confirmed that you should now be able to complete your purchase without any problems. We apologize for the inconvenience caused.',)",Open,2024-05-21 18:38:44.827004,2024-05-27 22:49:07.827004,False
CASE-37534,Account Management,Unable to Update Billing Information,"I'm trying to update my billing information, but every time I input my new credit card details and hit save, I get an error message saying 'Unable to process request.' I've tried different browsers and devices, but the issue persists. Can someone please assist?","(""Support agent resolved the issue by clearing the user's cache and cookies. Also provided steps to update billing information successfully."",)",Resolved,2024-06-12 21:22:22.827004,2024-06-17 11:39:24.827004,True
CASE-16486,Product Inquiry,Confusion about product dimensions and usage guidelines,"I recently purchased the Outdoor Patio Set SKU# 12345, but I'm unsure about the exact dimensions of each piece. The product page provides some measurements, but they seem to conflict with each other. Additionally, I need information on the recommended usage and care instructions. Can someone please clarify these details for me?","('The support agent provided accurate measurements for each piece of the patio set and offered detailed care instructions. The customer confirmed that the provided information resolved their confusion.',)",Resolved,2024-04-23 10:17:28.827004,2024-04-29 21:23:15.827004,False
CASE-13361,Shipping and Delivery,Missing Items from Recent Order Delivery,"I recently placed an order for three items, but only two arrived in the package. The missing item is a 'Bluetooth Headset' which was supposed to be delivered along with the other products. This is very inconvenient as I needed the headset for an upcoming trip. Please resolve this issue as soon as possible.","('The missing item has been shipped separately and the customer has been provided with a tracking number. The expected delivery date is within three business days. Apologized for the inconvenience caused.',)",Resolved,2024-04-03 05:31:33.827004,2024-04-07 09:05:27.827004,False
CASE-40543,Technical Support,Unable to Apply Discount Code at Checkout,"Whenever I try to apply the discount code WELCOME10 at checkout, I get an error message saying the code is invalid. I checked the expiry date and it is still valid. Could you please help me resolve this issue as soon as possible? I'm trying to place an order with this discount.","('The issue with the discount code has been resolved. The code was not correctly activated for your account. You should now be able to apply WELCOME10 at checkout without any problems. Please try again and let us know if you encounter further issues.',)",Resolved,2024-04-13 06:13:31.827004,2024-04-16 18:37:34.827004,False
CASE-77458,Payments and Billing,Refund not processed for cancelled order,I cancelled my order #12345 on 09/25 and received a confirmation email stating the refund would be processed within 5-7 business days. It has now been 10 business days and I have not received the refund in my account. Please assist with this issue as soon as possible.,"(""The customer's refund has been manually processed and they have been notified via email. Advised to check their account within 3-5 business days for the confirmation of the refund."",)",Resolved,2024-03-13 04:12:18.827004,2024-03-18 10:18:07.827004,False
CASE-56927,Payments and Billing,Duplicate Charge on Recent Order,I noticed that my credit card was charged twice for my recent order #12345. Could you please help me resolve this issue and ensure that I am only charged once for the order?,"(""Resolved the duplicate charge issue by refunding the extra amount to the customer's credit card. Customer has been notified and confirmed receipt of the refund."",)",Open,2024-05-25 18:04:37.827004,2024-05-29 08:30:54.827004,False
CASE-53557,Returns and Refunds,Requesting Refund for Damaged Product Received,"I recently ordered a blender from your ecommerce site, but when it was delivered, I noticed it was cracked and not functioning properly. I need a refund or a replacement as soon as possible.","('The defective blender has been returned and a full refund has been issued to the customer. The customer has also been offered a 10% discount on their next purchase as a goodwill gesture.',)",Open,2024-06-15 11:18:46.827004,2024-06-21 17:08:04.827004,False
CASE-92202,Product Inquiry,Inquiry About Product Availability in Different Colors,"I am interested in purchasing a pair of sneakers from your online store, but I only see them available in black. Can you please confirm if this product comes in other colors, specifically white or blue? If not currently in stock, can you provide an estimated restock date for these colors?","('The customer was informed that the product is indeed available in white and blue, but currently out of stock. We have provided an estimated restock date of two weeks and offered to notify the customer once the items are back in inventory.',)",Resolved,2024-04-05 12:29:56.827004,2024-04-11 18:12:34.827004,False
CASE-59994,Payments and Billing,Refund Not Processed After Order Cancellation,I canceled my order #12345 two weeks ago but haven’t received the refund yet. The order total is $100 and it was supposed to be refunded to my credit card. Can you please look into this and let me know when I can expect to see the refund in my account?,"('The refund process was initiated and should reflect in your credit card statement within 3-5 business days. Please reach out if you do not see the refund after this timeframe. Thank you for your patience.',)",Resolved,2024-05-31 09:07:23.827004,2024-06-01 00:52:19.827004,False
CASE-36443,Product Inquiry,Question about compatibility of new smartphone case with older models,"Hello, I recently came across a smartphone case on your platform that I really like. However, I have an older model of the phone, and I'm not sure if the case will fit. Can you please confirm if the case is compatible with my phone model XYZ123? I don't want to purchase it and find out later that it doesn't fit. Thanks!","('The support agent confirmed that the case is only compatible with newer models, not the XYZ123. The customer was advised to check the product description for compatible models, and a recommended alternative case was provided for their phone.',)",Resolved,2024-03-19 21:12:54.827004,2024-03-23 04:44:48.827004,False
CASE-39694,Order Issues,Missing Items in My Recent Order,"I placed an order for 5 items last week and have received the package today, but two items are missing. The packing slip shows all 5 items, but only 3 are present. I would like to know how to get the missing items or get a refund for them.","('Our team has shipped the missing items and they should arrive within 3-5 business days. We apologize for the inconvenience and appreciate your understanding.',)",Resolved,2024-04-20 14:53:58.827004,2024-04-23 16:43:36.827004,False
CASE-33945,Account Management,Unable to update payment method on my account,"I have been trying to update my payment method on my account but every time I try, I get an error message that says 'Payment method update failed'. I have tried different credit cards and even PayPal, but nothing works. My account is in good standing and there are no payment issues. I need assistance to get this resolved as I don't want to miss any orders.","(""Resolved by updating the payment gateway's security settings and manually updating the customer's payment method in the backend. Customer confirmed the issue is resolved and they can now update their payment methods without any errors."",)",Resolved,2024-06-10 22:26:04.827004,2024-06-17 06:29:34.827004,False
CASE-47762,Product Inquiry,Inquiry About Size Chart for Running Shoes,"Hello, I am interested in purchasing a pair of running shoes from your website but I am unsure about the sizes. Could you please provide me with a detailed size chart? I usually wear a US size 9 but I have found variations in different brands. I would like to make sure I get the right fit before placing my order. Thank you!","('Support agent provided a detailed size chart and clarified the sizing differences between brands. The customer confirmed understanding and appreciation for the information provided.',)",Resolved,2024-03-12 12:41:36.827004,2024-03-14 14:03:11.827004,False
CASE-31880,Promotions and Discounts,Unable to apply summer sale discount code,"I tried applying the summer2023 discount code during checkout, but it says the code is invalid. I confirmed that the code is still active and that I'm meeting all the requirements mentioned in the promotion email. Can you help me resolve this issue?","('The issue was caused by a system error that has since been corrected. The customer was provided with a new discount code and has successfully completed the purchase.',)",Resolved,2024-06-12 19:36:30.827004,2024-06-13 14:08:16.827004,False
CASE-10583,Shipping and Delivery,Package not delivered despite tracking showing 'Delivered',"I received a notification that my package was delivered today, but I didn't find it at my doorstep. I checked with my neighbors and they haven't seen it either. The tracking number is 123456789. Can you help me locate my package?","('I contacted the carrier and verified the delivery details. It appears that the package was mistakenly delivered to a neighboring address. I will coordinate with the carrier to retrieve the package and have it redelivered to you. We apologize for the inconvenience caused.',)",Open,2024-04-13 18:10:47.827004,2024-04-15 09:55:23.827004,False
CASE-47672,Shipping and Delivery,Missing Item from Order #12345,"I placed an order for three items, but I only received two. The missing item is a pair of black sneakers, size 9. Could you please check the shipment and send the missing item as soon as possible?","('The support team has verified the order and confirmed the missing item. A new shipment containing the black sneakers, size 9, has been dispatched and is expected to arrive within 5-7 business days.',)",Resolved,2024-03-04 07:19:33.827004,2024-03-09 09:40:40.827004,False
CASE-86441,Account Management,Unable to Update Billing Information,"I have been trying to update my billing information on the account page but keep getting an error message. I have tried different browsers and clearing my cache, but nothing seems to work. Can someone help me update my billing details?","(""Support agent resolved the issue by resetting the user's account settings and successfully updated the billing information. User confirmed the changes are now reflected in their account."",)",Closed,2024-03-28 10:37:32.827004,2024-04-01 10:51:48.827004,False
CASE-96618,Shipping and Delivery,Package stuck in transit for over two weeks,"I placed an order on October 2nd, and the package was supposed to arrive within 5-7 business days. However, it has been over two weeks now, and the tracking information has not been updated since October 7th. I need this package urgently for an event next week. Please help me locate it.","('We have contacted the courier service, and they confirmed that the package was delayed due to unforeseen circumstances. The package is now in transit to its destination and should arrive within the next 3 days. We apologize for any inconvenience caused.',)",Resolved,2024-03-10 17:48:31.827004,2024-03-11 08:44:33.827004,False
CASE-78848,Order Issues,Item not received even after estimated delivery time,"I placed an order for a laptop two weeks ago, and the estimated delivery time was supposed to be last week. I still haven't received the item. The order status says it is in transit, but there have been no updates for the past five days. I need this laptop urgently for my work. Can someone please look into this and provide an update on when I can expect delivery?","('Agent contacted the shipping courier and found that there was an issue with the address. The address has been corrected and the package is now expected to be delivered within the next 2-3 days. Customer has been informed and agreed to wait for the revised delivery timeline.',)",Resolved,2024-04-29 23:35:59.827004,2024-05-04 17:32:56.827004,False
CASE-60984,Shipping and Delivery,Missing Accessories in Delivered Package,I received my order today but the headphones I ordered were missing the ear cushions and carrying case that were supposed to be included. The box was sealed properly so it seems like they were never packed to begin with. Please advise on how this can be resolved.,"('We have processed a replacement order for the missing accessories, which will be shipped out within the next 2 business days. Apologies for any inconvenience caused.',)",Open,2024-04-22 19:05:20.827004,2024-04-23 00:05:08.827004,False
CASE-47366,Shipping and Delivery,Order not delivered despite tracking showing 'Delivered',"I placed an order two weeks ago and the tracking information indicates that the package was delivered three days ago. However, I have not received the package. I contacted the delivery company, but they were unable to provide any assistance. Please help.","('Our team contacted the delivery service and confirmed that the package was marked as delivered by mistake. We have processed a replacement order, which will be expedited at no additional cost to you. Please expect delivery within the next 3-5 business days.',)",Closed,2024-04-07 22:09:26.827004,2024-04-11 23:59:56.827004,False
CASE-30613,Account Management,Issue with Updating Payment Methods on Account,"Hello, I have been trying to update my payment method on my account but I keep getting an error message. It says that my new credit card details could not be processed, even though I have verified that the information is correct. Can someone help me resolve this issue? Thanks.","('Support agent assisted the user in clearing their browser cache and also provided instructions for updating payment methods. User confirmed that the issue is now resolved and they are able to update their payment information successfully.',)",Resolved,2024-06-16 15:24:48.827004,2024-06-21 12:46:50.827004,False
CASE-62812,Order Issues,Order marked as delivered but not received,"I received a notification stating that my package was delivered today, but I have not received it. I checked all around my house and with my neighbors, but it is nowhere to be found. Can someone please help me track this down? The order number is #1234567890.","('Our delivery team confirmed that the package was wrongly marked as delivered. We have sent out a replacement order which should arrive within 3-5 business days. Sorry for the inconvenience.',)",Closed,2024-05-26 02:29:39.827004,2024-05-29 05:31:53.827004,False
CASE-13610,Payments and Billing,Payment Cards Not Being Accepted During Checkout,"I have been trying to complete my purchase for the last 24 hours with different credit cards, but the website keeps rejecting the payments. I've used these cards before without issue, so I don’t understand why it's suddenly a problem. Could someone please look into this urgently?","('The issue was caused by an expired SSL certificate that blocked payment gateways. The certificate has been updated, and users can now make payments without any error.',)",Resolved,2024-05-19 07:33:24.827004,2024-05-22 15:33:27.827004,False
CASE-33554,Shipping and Delivery,"Item not delivered, marked as delivered in tracking","I placed an order for a laptop 10 days ago, and the tracking information shows it was delivered yesterday, but I never received it. I checked with my neighbors and the apartment office, but no one has seen it. Could you please help me locate my package or arrange for a replacement?","('The support team contacted the courier service and confirmed the package was misdelivered. A replacement item has been shipped with expedited delivery. The customer has been notified of the new tracking number.',)",Resolved,2024-04-14 12:34:10.827004,2024-04-21 07:22:08.827004,False
CASE-76274,Shipping and Delivery,Package Not Delivered Despite Out for Delivery Notification,"I received a notification saying my package was out for delivery two days ago, but it never arrived. I checked with my neighbors and they did not see any delivery attempts. I need help tracking down my shipment.","('Our team has investigated the issue and confirmed with the carrier that the package was misrouted. We have initiated a reshipment of your order at no additional cost and it should arrive within 3-5 business days. We apologize for the inconvenience.',)",Resolved,2024-05-06 04:13:21.827004,2024-05-12 01:42:16.827004,False
CASE-10515,Account Management,Unable to Update Email Address,"I have been trying to update my email address on my account, but the system keeps giving me an error message. I need to change the email associated with my account because the previous email is no longer in use. Can someone please help me with this issue?","(""Customer Service updated the email address associated with the account successfully after verifying the customer's identity. Please log in with the new email address to confirm the changes."",)",Resolved,2024-04-19 19:37:31.827004,2024-04-26 00:15:50.827004,False
CASE-29484,Shipping and Delivery,Expedited Shipping Not Meeting Delivery Timelines,I paid extra for expedited shipping on my order #78945 but it still hasn't arrived. The expected delivery date was three days ago. I need this item urgently for an event this weekend. Please provide an update on the status of my shipment.,"('Our shipping team has identified a delay with the carrier. We have escalated the issue and your package is now scheduled to arrive tomorrow. We apologize for the inconvenience and have refunded the extra shipping fees.',)",Resolved,2024-05-27 20:40:23.827004,2024-06-02 07:27:25.827004,False
CASE-31891,Shipping and Delivery,Package Not Delivered - Tracking Shows 'In Transit' for Over a Week,I placed an order over two weeks ago and the tracking information has not updated for over a week. It still says 'In Transit' but there have been no further updates. I've checked with the shipping carrier and they were unable to provide additional information. Can you please help locate my package?,"('We have contacted the shipping carrier and escalated the issue. They are currently conducting a trace. In the meantime, we have also issued a replacement order to ensure you receive your items as soon as possible. We apologize for the inconvenience and appreciate your patience.',)",Closed,2024-06-14 13:18:38.827004,2024-06-20 04:24:38.827004,False
CASE-43232,Payments and Billing,Double Billing for Single Purchase,"I noticed on my credit card statement that I was charged twice for a single order. The order ID is #1234567. The purchase was for a pair of sneakers, and I would like the duplicate charge to be refunded immediately.","('The duplicate charge has been identified and processed for a refund. The customer has been notified and an apology for the inconvenience was sent.',)",Resolved,2024-05-07 18:06:00.827004,2024-05-13 03:39:54.827004,False
CASE-32739,Order Issues,Missing Items in Order #123456,I received my order today via FedEx but noticed that two items that I ordered were missing. I ordered 5 items in total but only received 3. The missing items are a red t-shirt (Item #7890) and a pair of blue jeans (Item #1234). Could you please look into this and send the missing items as soon as possible?,"('We have reviewed your case and identified that the missing items were left out of the original shipment by mistake. A new shipment containing the missing items has been dispatched and should arrive within 3-5 business days. We apologize for the inconvenience caused.',)",Open,2024-04-12 07:18:20.827004,2024-04-17 14:20:15.827004,True
